"author","year","n1","n2","n","smd","se_smd","z","p","crit","sig_fixed","sig_005","sig_p1.1","sig_p1.2","sig_p1.5","sig_p2"
"Conroy and Hayes","1998",7,7,14,2.48,0.71089480837282,3.48856113561515,0.00048562775438941,2.89120970559835,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Kachingwe","2008",9,8,17,0.48,0.492836262565313,0.973954305840853,0.330079227841799,0.391224533547224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kromer","2013",46,44,90,0.34,0.212387912519233,1.60084439819149,0.109411387199944,0.49171864340159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"McClatchie","2009",21,21,42,1.22,0.33609097407866,3.62996954424151,0.000283454662811705,2.18544151873755,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Munday","2007",15,15,30,0.33,0.367625262098966,0.897653219247928,0.369370456849433,0.292824872742992,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Senbursa","2007",15,15,30,1.49,0.412716609794178,3.61022542984898,0.000305930999892538,2.37920651580396,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Surenkok","2009",13,30,43,0.06,0.332111834660445,0.180662035309114,0.856632859799127,0.0411426802747088,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Costa","2006",22,26,48,0.0961067995157116,0.289848749581449,0.331575691302768,0.740209677618691,0.0777076116529288,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Young","2014",42,42,84,0.394115960153295,0.22032615690596,1.78878425370762,0.0736495678035502,0.588703420330864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Barfod","2014",29,28,57,0.224013871882964,0.26577667166553,0.84286506591849,0.399303913203097,0.22706426507786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Korkmaz","2015",23,24,47,0.212852155132953,0.292620755730998,0.727399376032728,0.466981336632012,0.197775790766838,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Barfod","2020",68,62,130,0.130233333437055,0.175784379720852,0.740869772637748,0.458772404805816,0.160081258781689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Costa","2020",274,266,540,0.173873339690442,0.0862381937899812,2.01619876355344,0.0437791956810377,0.497268088372531,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Maempel","2020",65,60,125,0.53457681008934,0.182193225765458,2.93412012353035,0.00334494725965989,1.18059941059857,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Jena Etnoyer-Slaski","2016",13,12,25,1.35,0.4435159639251,3.04385886824129,0.00233564683704268,1.88247908210823,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Kang","2020",18,18,36,0.18,0.334007651276301,0.538909810335748,0.58994908767153,0.147262801439318,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kocyigit","2016",22,23,45,1.7,0.347913663766202,4.88626971874954,1.02764395362277e-06,3.62213404434806,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Miccinili","2018",21,19,40,0.62,0.324122857210682,1.91285491352125,0.0557666288692018,0.782508529579983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Shakeri","2013",15,15,30,0.79,0.379123990272312,2.08375101621127,0.0371828210706941,0.967867504923003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Şimşek","2013",19,19,38,1.22,0.353337471011854,3.45278975509244,0.000554821249103644,2.06094487954225,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Cochrane","2005",152,158,310,0.19,0.113869605685289,1.66857519929522,0.0952015973140192,0.409958845955868,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Foley","2003",35,35,70,0.18,0.239529300325212,0.751473827024967,0.452367546513025,0.186715584786018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hinman","2007",36,35,71,0.08,0.237474791865877,0.336877861314994,0.736208974958014,0.0718424268351119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lim","2010",24,20,44,0.58,0.309013582127702,1.87694015261864,0.0605262968469428,0.741156659966546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lund","2008",26,23,49,0.06,0.286315444964084,0.209559075681462,0.834011823224723,0.0466382531288889,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cain","2017",11,11,22,0.97,0.450779627675511,2.15182750161514,0.0314109429496871,1.11955723592158,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Cain","2020",10,11,21,0.6,0.446632420991266,1.34338657876279,0.179146830458524,0.564801069025238,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Chang","2021",21,21,42,1.18,0.334386431713797,3.52885131717895,0.000417367552097994,2.08192379187931,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Cloak","2010",19,19,38,0.45,0.328523411005894,1.36976539547718,0.170760147418526,0.485897866379994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cruz-Diaz","2020",26,26,52,1.05,0.295844618780769,3.54916038130843,0.000386461622333265,1.98886187488186,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Kim","2021",25,24,49,1.05,0.304822352636198,3.44462927642699,0.000571843107701248,1.91854847333741,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Linens","2016",17,17,34,1.45,0.385442831650283,3.76190677562167,0.000168622902621903,2.46368617757256,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"McKeon","2008",16,15,31,0.89,0.376752535649436,2.36229332462446,0.0181622653403361,1.16727551137722,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Sierra-Guzmán","2018",16,17,33,0.86,0.364046137210416,2.36233793493852,0.0181600797058486,1.14643810895945,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Sofia","2021",12,10,22,0.75,0.442851469730455,1.69357008221401,0.0903470071318078,0.777762655815713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Guller","2018",20,20,40,0.5,0.321130814466628,1.55699788832305,0.119470986771701,0.57596941077603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ammar 1","2016",28,28,56,0.75940146962335,0.276726570050689,2.74423041301834,0.00606529494702501,1.26825492503354,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Basford","1999",23,24,47,0.59207601277772,0.298117804669181,1.98604713809275,0.0470280900718374,0.793998181612476,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Chung","2004",31,29,60,0.693631792212791,0.265989095008088,2.6077452242608,0.00911407622147222,1.14742058262583,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Collins","2011",19,10,29,0.066779180007458,0.39077930621961,0.17088719628856,0.864312464454666,0.0433050537420124,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dundar","2015",30,31,61,0.493203954788172,0.25997163588432,1.89714525244451,0.0578087701431623,0.693432801983239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Emanet","2010",23,24,47,0.43280450111733,0.295190939371726,1.46618491081907,0.142597918219161,0.505883558590591,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ho","2007",8,8,16,0.0130666666666667,0.500005335527088,0.0261330544660934,0.979151212408352,0.00759910484584511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lam","2007",21,18,39,1.55311868569367,0.366196610696374,4.24121534806181,2.22312707090913e-05,2.92447942865604,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"López-de-Celis","2018",18,18,36,0.854918032786885,0.348227353151808,2.45505709143471,0.014086221514092,1.18948950184296,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Nourbakhsh","2008",11,12,23,0.837696417479168,0.435313150726976,1.92435357415738,0.0543102795218845,0.929053463203586,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Nourbakhsh","2008",10,8,18,1.25286149305742,0.518268000190862,2.4174008285212,0.0156317929578428,1.43872441915938,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Sharkar","2013",15,15,30,1.05767114552722,0.389843307241958,2.71306734238936,0.0066663557639163,1.4732111572271,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Stergioulas","2007",25,25,50,0.411569553270154,0.285821438964592,1.43995340154011,0.149880583144012,0.485149604614139,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Taheri","2017",20,20,40,0.54183379161761,0.321977946794084,1.68282889251459,0.0924082201264139,0.64559966556467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Uzunca","2007",20,20,40,0.500318573774028,0.321137016615636,1.55795983610589,0.119242769375084,0.576487741514997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Apparao","2017",48,45,93,0.44,0.209991465947093,2.0953232457116,0.0361422674091994,0.732535989822188,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Baldon","2014",15,16,31,0.7,0.370229513238907,1.89071906741344,0.0586618557642161,0.82585211042417,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Banan Khojaste","2016",15,15,30,0.44,0.369540254911424,1.19066865964431,0.233783685944199,0.427308046878142,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Beaudreuil","2011 (and 2015)",30,32,62,0.56,0.259060544258283,2.1616568497659,0.0306446359750631,0.844483681829009,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Bennell","2014 (and 2015)",38,44,82,0.03,0.221469072346084,0.135459094501104,0.892248903964305,0.0258718875904536,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Davenport","2012",13,13,26,0.42,0.396533052264829,1.0591803069155,0.289517671908557,0.380448806996622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Eshoj","2020",28,28,56,0.46,0.270772703836367,1.69884184588261,0.0893489867165263,0.599998599776901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Harris-Hayes","2019",22,20,42,0.01,0.30895911692445,0.0323667419157121,0.974179584690912,0.0069989101429689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Knoop","2013 and 2014",79,79,158,0.16,0.159365831828627,1.00397932332229,0.315388579967862,0.227936425029541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Rabelo","2017",17,17,34,0.5,0.348315273009618,1.43548112513055,0.151150043146091,0.535816533537858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Turgut","2017",15,15,30,0.75,0.377767565221438,1.98534778802508,0.047105790667919,0.898318738533913,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang","2006",15,15,30,0.08,0.365294401818588,0.219001439939201,0.826648926085045,0.0559729906088115,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Warby","2018",17,22,39,0.28,0.324473732482983,0.862935800249053,0.388172765826309,0.258301854075488,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Collins","2014",14,13,27,1.05,0.410814209854424,2.55589990514709,0.0105913580621507,1.37983676754373,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Hall","2018",13,13,26,0.18,0.393025738049343,0.457985273161428,0.646963021650566,0.133656610412471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wright","2016",20,20,40,0.46,0.320382583796311,1.43578341415854,0.151063980777413,0.512364755113643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ferber","2015",111,88,199,0.15,0.142930675629698,1.04945981217228,0.293966542255729,0.231290160024813,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hott","2019",39,37,76,0.88,0.240338905527503,3.66149624451584,0.000250746537507463,1.91447205087301,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Saad","2018",10,10,20,1.03,0.475943799203225,2.1641210616134,0.0304550594899112,1.1654923813277,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Cetti","1994",30,30,60,0.647062420719859,0.264869303876268,2.44294982940768,0.0145677622913307,1.03287453940471,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mortensen","1999",31,30,61,0.49259564601314,0.259962182118885,1.89487425439392,0.0581090627622281,0.692172451825021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Costa","2003",13,13,26,0.435611801306227,0.396856824633782,1.09765480714161,0.272355250816689,0.399204867165603,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Groetelaers","2014",32,29,61,0.703295953487783,0.264172412495902,2.6622611605922,0.00776176310546709,1.18187663421735,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Akbas","2015",18,18,36,0.23,0.334433600783972,0.68772993939855,0.491622862559764,0.198141382294479,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Contractor","2016",15,15,30,1.93,0.442057688543023,4.36594600664245,1.26573745619085e-05,3.3156765920534,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Lokesh","2015",15,15,30,0.72,0.376793488974177,1.9108610447601,0.0560224403454948,0.847349513908627,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Muhammed","2018",10,10,20,1.37,0.496912970247306,2.75702201799678,0.00583304236472436,1.71718167665062,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Nellutla","2011",20,20,40,0.3,0.318001572323157,0.943391561898117,0.345480657623284,0.288114218500821,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ardakani","2019",14,14,28,1.19,0.410054438894573,2.90205369610925,0.00370724989504356,1.67980834559459,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Radenne","2017",10,11,21,0.1,0.437203826775551,0.228726268792101,0.819081676410444,0.0655509943470236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Youssef","2018",13,12,25,1.39,0.445980280120557,3.11672973438255,0.00182869135391319,1.95849576625072,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Darre","1994",46,43,89,0.31,0.213388921991561,1.45274645518974,0.146294163555425,0.428222673234947,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tumilty","2012",20,20,40,0.22,0.317182912528402,0.693606090713667,0.487929273054819,0.194526501834352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tumilty","2008",10,10,20,0.21,0.448444533916961,0.468285337688799,0.639580552325814,0.149193139996132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Basford","1998",16,15,31,0.21,0.360385844601654,0.582708791551233,0.560089353874727,0.168800555439952,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Macias","2015",37,32,69,0.57,0.246234390069937,2.31486755297708,0.020620181567227,0.916718790805939,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Naterstad","2022",20,21,41,0.53,0.317875222965152,1.66732089105952,0.0954506147496073,0.632584004321007,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kiritsi","2010",25,25,50,1.38,0.314712567273695,4.38495358464621,1.16010512200183e-05,2.9049969352874,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Lamba","2013",40,40,80,0.44,0.226296265987753,1.94435377923475,0.0518528035481222,0.675337354636922,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Stergioulas","2008",26,26,52,0.98,0.293526305989246,3.33871268095441,0.000841675715495243,1.79187017004336,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"Stergioulas","2003",18,17,35,0.55,0.344529408815487,1.59638041318718,0.110403886464867,0.619801466456005,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"de Marche Baldon","2014",15,16,31,1.06,0.383782812684242,2.76197881970321,0.00574522053209653,1.50244793425309,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"Dolak","2011",16,17,33,0.74,0.360028469858613,2.05539300903233,0.0398410601984683,0.921736097679358,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ferber","2015",88,111,199,0.02,0.142736296707498,0.140118529493482,0.888566340599946,0.0223198875269176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fukuda","2010",20,21,41,0.54,0.318080406784233,1.69768394557639,0.0895674294485505,0.649715016261249,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fukuda","2012",24,25,49,2.37,0.372802860489449,6.3572473582645,2.05401097840113e-10,5.73152272328421,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Ismail","2013",16,16,32,0.87,0.369900746822712,2.35198227490192,0.018673664753064,1.14857022038821,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
