"trial","outcome","n","est","se","z","p","crit","sig_fixed","sig_005","bar_p1.1","bar_p1.2","bar_p1.5","bar_p2","sig_p1.1","sig_p1.2","sig_p1.5","sig_p2"
"Cui 2023, digital vs conventional physiotherapy","ODI change, 8 weeks (primary)",140,-0.55,NA,0.820379145968461,0.412,0.17944073119811,FALSE,FALSE,2.85103491700555,3.004685105915,3.42995488632531,4.05090276101509,FALSE,FALSE,FALSE,FALSE
"Cui 2023, digital vs conventional physiotherapy","difference in dropout (secondary)",140,0.186,0.0732,2.54098360655738,0.019,0.802024096620688,TRUE,FALSE,2.85103491700555,3.004685105915,3.42995488632531,4.05090276101509,FALSE,FALSE,FALSE,FALSE
"UK BEAM 2004, exercise vs best care","Roland Morris, 3 months (primary)",1334,1.4,0.382660092693491,3.6585994378081,0.000253597344631944,1.15061631939854,TRUE,TRUE,3.56415513695214,3.74870305879048,4.25911048857604,5.00385925398487,TRUE,FALSE,FALSE,FALSE
"UK BEAM 2004, manipulation vs best care","Roland Morris, 12 months (primary)",1334,1,0.408170765539723,2.44995498067507,0.0142874076976548,0.590385460090994,TRUE,FALSE,3.56415513695214,3.74870305879048,4.25911048857604,5.00385925398487,FALSE,FALSE,FALSE,FALSE
"UK BEAM 2004, manipulation then exercise vs best care","Roland Morris, 3 months (primary)",1334,1.9,0.357149419847258,5.31990224375157,1.03823023167628e-07,2.23467459228086,TRUE,TRUE,3.56415513695214,3.74870305879048,4.25911048857604,5.00385925398487,TRUE,TRUE,TRUE,TRUE
"PhysioDirect 2013, telephone vs usual care","SF-36v2 physical component, 6 months (primary)",2249,-0.01,0.4056196982551,-0.024653635025661,0.980331237716794,0.00257374275813751,FALSE,FALSE,3.71215768061476,3.90308142569441,4.43108615668125,5.20148111547776,FALSE,FALSE,FALSE,FALSE
"PhysioDirect 2013, telephone vs usual care","overall satisfaction, 6 months (secondary)",2249,-3.8,1.78574709923629,-2.12796089750063,0.0333403257558072,0.440642842346583,TRUE,FALSE,3.71215768061476,3.90308142569441,4.43108615668125,5.20148111547776,FALSE,FALSE,FALSE,FALSE
